Cy	ADVgen	ci
mercredi	NOMcom	mercredi
ensuivant	VERppa	ensuivre
,	PONfbl	,
.Xe	PROcar	dix
.	PONfrt	.

jour	NOMcom	jour
de	PRE	de
novembre	NOMcom	novembre
et	CONcoo	et
vigille	NOMcom	vigile
de	PRE	de
saint	ADJqua	saint
Martin	NOMpro	Martin
,	PONfbl	,
apprès	PRE	après
la	DETdef	le
messe	NOMcom	messe
,	PONfbl	,
et	CONcoo	et
venismes	VERcjg	venir
gesir	VERinf	gésir
es	PRE.DETdef	en.le
desers	NOMcom	déser
.	PONfrt	.

Le	DETdef	le
jeudi	NOMcom	jeudi
ensuivant	VERppa	ensuivre
,	PONfbl	,
passasmes	VERcjg	passer
oultre	PRE	outre
tout	DETind	tout
le	DETdef	le
jour	NOMcom	jour
.	PONfrt	.

Le	DETdef	le
vendredi	NOMcom	vendredi
ensuivant	VERppa	ensuivre
,	PONfbl	,
errasmes	VERcjg	errer
tout	DETind	tout
le	DETdef	le
jour	NOMcom	jour
.	PONfrt	.

Le	DETdef	le
sabmedi	NOMcom	samedi
pareillement	ADVgen	pareillement
,	PONfbl	,
alasmes	VERcjg	aler
oultre	PRE	outre
tout	DETind	tout
le	DETdef	le
jour	NOMcom	jour
,	PONfbl	,
jusques	PRE	jusque
aux	PRE.DETdef	à.le
basses	ADJqua	bas
vespres	NOMcom	vespre
que	PROrel	que
nous	PROper	nous
venismes	VERcjg	venir
logier	VERinf	logier
près	ADVgen	près
d'	PRE	de
une	DETndf	un
fonteine	NOMcom	fontaine
ou	PROrel	où
nous	PROper	nous
preismes	VERcjg	prendre
rafreschissement	NOMcom	rafraschement
d'	PRE	de
eaue	NOMcom	eau
pour	PRE	pour
nous	PROper	nous
et	CONcoo	et
pour	PRE	pour
nos	DETpos	notre
bestes	NOMcom	beste
abruver	VERinf	abrouver
.	PONfrt	.

Le	DETdef	le
dimenche	NOMcom	dimanche
ensuivant	VERppa	ensuivre
,	PONfbl	,
environ	PRE	environ
heure	NOMcom	heure
de	PRE	de
disner	VERinf	disner
,	PONfbl	,
repeusmes	VERcjg	repouvoir
sur	PRE	sur
ung	DETndf	un
bel	ADJqua	bel
ruissel	NOMcom	ruisseau
de	PRE	de
fonteines	NOMcom	fontaine
courrans	VERppa	courir
,	PONfbl	,
et	CONcoo	et
y	PROadv	y
avoit	VERcjg	avoir
grant	ADJqua	grant
verdeur	NOMcom	verdeur
entour	PRE	entour
d'	PRE	de
erbe	NOMcom	herbe
verte	ADJqua	vert
;	PONfbl	;
c'	PROdem	ce
est	VERcjg	estre
a	PRE	a
environ	PRE	environ
.IJ	PROcar	deux
.	PONfrt	.

milles	ADVgen	mille
près	ADVgen	près
de	PRE	de
la	DETdef	le
mer	NOMcom	mer
Rouge	ADJqua	rouge
,	PONfbl	,
et	CONcoo	et
vat	VERcjg	aller
cheoir	VERinf	chëoir
icellui	DETdem	cil
ruissel	NOMcom	ruisseau
dedans	PRE	dedans
la	DETdef	le
mer	NOMcom	mer
Rouge	ADJqua	rouge
.	PONfrt	.

Le	DETdef	le
lundi	NOMcom	lundi
ensuivant	VERppa	ensuivre
,	PONfbl	,
alasmes	VERcjg	aler
oultre	PRE	outre
tout	DETind	tout
le	DETdef	le
jour	NOMcom	jour
.	PONfrt	.

Le	DETdef	le
mardi	NOMcom	mardi
,	PONfbl	,
errasmes	VERcjg	errer
pareillement	ADVgen	pareillement
tout	DETind	tout
le	DETdef	le
jour	NOMcom	jour
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
le	DETdef	le
mercredi	NOMcom	mercredi
ensuivant	VERppa	ensuivre
,	PONfbl	,
.XVIJe	PROcar	dix-sept
.	PONfrt	.

jour	NOMcom	jour
de	PRE	de
novembre	NOMcom	novembre
,	PONfbl	,
alasmes	VERcjg	aler
oultre	ADVgen	outre
jusques	PRE	jusque
a	PRE	a
heure	NOMcom	heure
de	PRE	de
midi	NOMcom	midi
que	PROrel	que
nous	PROper	nous
repeusmes	VERcjg	repouvoir
sur	PRE	sur
une	DETndf	un
belle	ADJqua	beau
fonteine	NOMcom	fontaine
et	CONcoo	et
noble	ADJqua	noble
que	PROrel	que
l'en	PROind	loin
appelle	VERcjg	appeler
la	ADVgen	là
“	PONpga	“
fonteine	NOMcom	fontaine
de	PRE	de
Moyse	NOMpro	Moise
”	PONpdr	”
,	PONfbl	,
laquelle	DETrel	lequel
fonteine	NOMcom	fontaine
a	VERcjg	avoir
esté	VERppe	être
tout	ADVgen	tout
novellement	ADVgen	nouvellement
moult	ADVgen	moult
noblement	ADVgen	noblement
enmurée	VERppe	enmurer
et	CONcoo	et
faicte	VERppe	faire
par	PRE	par
la	DETdef	le
maniere	NOMcom	manière
que	CONsub	que
les	DETdef	le
fonteines	NOMcom	fontaine
du	PRE.DETdef	de.le
pays	NOMcom	pays
sont	VERcjg	estre
faictes	VERppe	faire
,	PONfbl	,
tant	ADVgen	tant
pour	PRE	pour
y	PROadv	y
prendre	VERinf	prendre
eaue	NOMcom	eau
pour	PRE	pour
boire	VERinf	boire
que	CONsub	que
pour	PRE	pour
habreuver	VERinf	habreuver
chamoix	NOMcom	chamoiz
,	PONfbl	,
asnes	NOMcom	asne
et	CONcoo	et
aultres	DETind	autre
bestes	NOMcom	beste
;	PONfbl	;
et	CONcoo	et
est	VERcjg	estre
chose	NOMcom	chose
de	PRE	de
moult	ADVgen	moult
grand	ADJqua	grand
coust	NOMcom	cost
a	PRE	a
faire	VERinf	faire
,	PONfbl	,
pour	PRE	pour
cause	NOMcom	cause
que	CONsub	que
c'	PROdem	ce
est	VERcjg	estre
moult	ADVgen	moult
loing	ADVgen	loing
d'	PRE	de
Egipte	NOMpro	Égipte
.	PONfrt	.

Et	CONcoo	et
la	DETdef	le
cause	NOMcom	cause
pourquoy	ADVsub	pourquoi
l'en	PROind	loin
appelle	VERcjg	appeler
ceste	DETdem	cest
fonteine	NOMcom	fontaine
la	ADVgen	là
“	PONpga	“
fonteine	NOMcom	fontaine
Moyse	NOMpro	Moise
”	PONpdr	”
,	PONfbl	,
si	ADVgen	si
est	VERcjg	estre
que	CONsub	que
vous	PROper	vous
savez	VERcjg	savoir
que	CONsub	que
l'	DETdef	le
Escripture	NOMcom	écriture
tesmoigne	VERcjg	témoigner
que	CONsub	que
au	PRE.DETdef	a
temps	NOMcom	temps
de	PRE	de
Moïse	NOMpro	Mousis
,	PONfbl	,
qui	PROrel	que
estoit	VERcjg	estre
ebrieu	ADJqua	ebrieu
,	PONfbl	,
il	PROimp	il
avoit	VERcjg	avoir
en	PRE	en
Egipte	NOMpro	Égipte
moult	ADVgen	moult
grant	ADJqua	grant
peuple	NOMcom	peuple
d'	PRE	de
Ebrieux	NOMpro	Ebrieu
,	PONfbl	,
qui	PROrel	que
estoient	VERcjg	être
descenduz	VERppe	descendre
de	PRE	de
Jacob	NOMpro	Jacob
et	CONcoo	et
de	PRE	de
Joseph	NOMpro	Joseph
qui	PROrel	que
fut	VERcjg	être
vendus	VERppe	vendre
par	PRE	par
ses	DETpos	son
frères	NOMcom	frère
et	CONcoo	et
qui	PROrel	que
ot	VERcjg	avoir
si	ADVgen	si
grant	ADJqua	grant
povoir	NOMcom	povoir
en	PRE	en
Egipte	NOMpro	Égipte
au	PRE.DETdef	a
temps	NOMcom	temps
du	PRE.DETdef	de.le
roy	NOMcom	roi
Pharaon	NOMpro	Paraon
,	PONfbl	,
roy	NOMcom	roi
d'	PRE	de
Egipte	NOMpro	Égipte
,	PONfbl	,
par	PRE	par
lequel	DETrel	lequel
conseil	NOMcom	conseil
de	PRE	de
Joseph	NOMpro	Joseph
le	DETdef	le
roy	NOMcom	roi
Pharaon	NOMpro	Paraon
fist	VERcjg	faire
faire	VERinf	faire
a	PRE	a
son	DETpos	son
temps	NOMcom	temps
iceulx	DETdem	cil
nobles	ADJqua	noble
gregniers	NOMcom	graignier
que	PROrel	que
l'en	PROind	loin
dit	VERcjg	dire
les	DETdef	le
“	PONpga	“
gregniers	NOMcom	graignier
Pharaon	NOMpro	Paraon
”	PONpdr	”
,	PONfbl	,
dont	PROrel	dont
nous	PROper	nous
parlerons	VERcjg	parler
cy	ADVgen	ci
apprès	ADVgen	après
en	PRE	en
Babiloine	NOMpro	Babylone
.	PONfrt	.

Ce	DETdem	ce
peuple	NOMcom	peuple
dont	PROrel	dont
nous	PROper	nous
parlons	VERcjg	parler
estoit	VERcjg	estre
,	PONfbl	,
pour	PRE	pour
le	DETdef	le
temps	NOMcom	temps
de	PRE	de
Moïse	NOMpro	Mousis
,	PONfbl	,
moult	ADVgen	moult
oppressé	VERppe	oppresser
de	PRE	de
servitutes	NOMcom	servitute
en	PRE	en
Egipte	NOMpro	Égipte
.	PONfrt	.

Moyse	NOMcom	moise
et	CONcoo	et
Aaron	NOMpro	Araon
son	DETpos	son
frere	NOMcom	frère
estoient	VERcjg	être
les	DETdef	le
plus	ADVgen	plus
apparans	VERppa	apparoir
de	PRE	de
tous	DETind	tous
les	DETdef	le
Ebrieux	NOMpro	Ebrieu
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
des	PRE.DETdef	de.le
Juifz	NOMcom	juif
.	PONfrt	.

A	PRE	a
cellui	DETdem	cil
Moyse	NOMpro	Moise
manda	VERcjg	mander
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
par	PRE	par
son	DETpos	son
ange	NOMcom	ange
qu'	CONsub	que
il	PROper	il
gettast	VERcjg	jeter
icellui	DETdem	cil
peuple	NOMcom	peuple
d'	PRE	de
Egipte	NOMpro	Égipte
,	PONfbl	,
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
les	PROper	il
menast	VERcjg	mener
trois	DETcar	trois
journées	NOMcom	journée
avant	ADVgen	avant
.	PONfrt	.

Ainsi	ADVgen	ainsi
fut	VERcjg	être
fait	VERppe	faire
par	PRE	par
Moyse	NOMpro	Moise
comme	CONsub	comme
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
lui	PROper	il
commanda	VERcjg	commander
,	PONfbl	,
car	CONcoo	car
il	PROper	il
les	PROper	il
gecta	VERcjg	jecter
tous	PROind	tous
d'	PRE	de
Egipte	NOMpro	Égipte
a	PRE	a
une	DETndf	un
fois	NOMcom	fois
et	CONcoo	et
estoient	VERcjg	être
.VJc	PROcar	cinq
.	PONfrt	.

mil	DETcar	mille
hommes	NOMcom	homme
sans	PRE	sans
les	DETdef	le
femmes	NOMcom	femme
et	CONcoo	et
les	DETdef	le
petis	ADJqua	petit
enfans	NOMcom	enfant
.	PONfrt	.

Quant	CONsub	quand
Moyse	NOMpro	Moise
ot	VERcjg	avoir
mené	VERppe	mener
ce	DETdem	ce
grant	ADJqua	grant
peuple	NOMcom	peuple
trois	DETcar	trois
jours	NOMcom	jour
avant	ADVgen	avant
,	PONfbl	,
sy	ADVgen	si
vindrent	VERcjg	venir
a	PRE	a
celle	DETdem	cil
Rouge	ADJqua	rouge
mer	NOMcom	mer
et	CONcoo	et
ne	ADVneg	ne
porent	VERcjg	pöoir
plus	ADVgen	plus
passer	VERinf	passer
avant	ADVgen	avant
;	PONfbl	;
ainsi	ADVgen	ainsi
ne	ADVneg	ne
porent	VERcjg	pöoir
ilz	PROper	il
aler	VERinf	aler
a	PRE	a
costiere	NOMcom	costiiere
pour	PRE	pour
les	DETdef	le
treshaultes	ADJqua	treshaut
montaignes	NOMcom	montagne
qui	PROrel	que
encores	ADVgen	encore
appresent	VERcjg	appréser
y	PROadv	y
sont	VERcjg	estre
;	PONfbl	;
et	CONcoo	et
si	ADVgen	si
ne	ADVneg	ne
porent	VERcjg	pöoir
pas	ADVneg	pas
legierement	ADVgen	légèrement
retourner	VERinf	retourner
en	PRE	en
arriere	ADVgen	ariere
,	PONfbl	,
car	CONcoo	car
ilz	PROper	il
n'	ADVneg	ne
estoient	VERcjg	être
pas	ADVneg	pas
partis	VERppe	partir
d'	PRE	de
Egipte	NOMpro	Égipte
par	PRE	par
le	DETdef	le
bon	ADJqua	bon
gré	NOMcom	gré
du	PRE.DETdef	de.le
roy	NOMcom	roi
.	PONfrt	.

Sachiés	VERcjg	savoir
que	CONsub	que
illec	ADVgen	illuec
orent	VERcjg	avoir
moult	ADVgen	moult
a	PRE	a
souffrir	VERinf	souffrir
de	PRE	de
peine	NOMcom	peine
lesdis	DETcom	ledit
Hebrieux	NOMpro	Hébreu
;	PONfbl	;
car	CONcoo	car
quant	CONsub	cant
le	DETdef	le
roy	NOMcom	roi
d'	PRE	de
Egipte	NOMpro	Égipte
,	PONfbl	,
qui	PROrel	que
estoit	VERcjg	estre
appellé	VERppe	appeler
Pharaon	NOMpro	Paraon
,	PONfbl	,
oyt	VERcjg	ouïr
nouvelles	NOMcom	nouvelle
que	CONsub	que
les	DETdef	le
Hebrieux	NOMpro	Hébreu
s'	PROper	soi
en	PROadv	en
estoient	VERcjg	être
ainsi	ADVgen	ainsi
allez	VERppe	aller
de	PRE	de
son	DETpos	son
royaume	NOMcom	royaume
,	PONfbl	,
sy	ADVgen	si
assembla	VERcjg	assembler
incontinant	ADVgen	incontinent
une	DETndf	un
grant	ADJqua	grant
multitude	NOMcom	multitude
de	PRE	de
gens	NOMcom	gens
armez	VERppe	armer
et	CONcoo	et
se	PROper	soi
mist	VERcjg	mettre
en	PRE	en
chemy	NOMcom	chemi
apprès	PRE	après
les	DETdef	le
Hebrieux	NOMpro	Hébreu
.	PONfrt	.

Quant	CONsub	quand
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
vit	VERcjg	vëoir
son	DETpos	son
peuple	NOMcom	peuple
en	PRE	en
si	ADVgen	si
grant	ADJqua	grant
misere	NOMcom	misere
et	CONcoo	et
en	PRE	en
si	ADVgen	si
grant	ADJqua	grant
affliction	NOMcom	affliction
,	PONfbl	,
si	ADVgen	si
en	PROadv	en
ot	VERcjg	avoir
pitié	NOMcom	pitié
,	PONfbl	,
sy	ADVgen	si
commanda	VERcjg	commander
a	PRE	a
Moïse	NOMpro	Mousis
ferir	VERinf	férir
de	PRE	de
sa	DETpos	son
verge	NOMcom	verge
sur	PRE	sur
la	DETdef	le
mer	NOMcom	mer
;	PONfbl	;
et	CONcoo	et
tantost	ADVgen	tantôt
que	CONsub	que
Moïse	NOMpro	Mousis
ot	VERcjg	avoir
feru	VERppe	ferir
de	PRE	de
sa	DETpos	son
verge	NOMcom	verge
,	PONfbl	,
la	DETdef	le
mer	NOMcom	mer
se	PROper	soi
aouvry	VERcjg	aouvrir
et	CONcoo	et
y	PROadv	y
apparut	VERcjg	apparoir
ung	DETndf	un
bel	ADJqua	bel
et	CONcoo	et
grant	ADJqua	grant
chemy	NOMcom	chemi
.	PONfrt	.

Adont	ADVgen	adonc
se	PROper	soi
mistrent	VERcjg	mettre
les	DETdef	le
Hebrieux	NOMpro	Hébreu
en	PRE	en
cedit	DETdem	cedit
chemy	NOMcom	chemi
,	PONfbl	,
et	CONcoo	et
fistrent	VERcjg	faire
aller	VERinf	aller
la	DETdef	le
lignée	NOMcom	lignée
de	PRE	de
Juda	NOMpro	Juda
,	PONfbl	,
l'	DETdef	le
aisnel	ADJqua	aisnel
filz	NOMcom	fil
de	PRE	de
Jacob	NOMpro	Jacob
,	PONfbl	,
tout	ADVgen	tout
devant	ADVgen	devant
atout	PRE	atout
les	DETdef	le
os	NOMcom	os
de	PRE	de
Joseph	NOMpro	Joseph
.	PONfrt	.

Sy	ADVgen	si
passerent	VERcjg	passer
oultre	PRE	outre
les	DETdef	le
Ebrieux	NOMpro	Ebrieu
saulvement	NOMcom	sauvement
par	PRE	par
celle	DETdem	cil
mer	NOMcom	mer
parfonde	ADJqua	parfont
,	PONfbl	,
par	PRE	par
la	DETdef	le
voulenté	NOMcom	volonté
de	PRE	de
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
;	PONfbl	;
et	CONcoo	et
quant	CONsub	cant
ilz	PROper	il
furent	VERcjg	estre
tous	PROind	tous
passés	VERppe	passer
,	PONfbl	,
si	ADVgen	si
tendirent	VERcjg	tendre
leurs	DETpos	leur
tentes	NOMcom	tente
pour	PRE	pour
reposer	VERinf	reposer
en	PRE	en
ce	DETdem	ce
lieu	NOMcom	lieu
ou	PROrel	où
est	VERcjg	estre
cestedite	DETcom	cistit
fonteine	NOMcom	fontaine
de	PRE	de
Moïse	NOMpro	Mousis
qui	PROrel	que
est	VERcjg	estre
a	PRE	a
environ	ADVgen	environ
loing	ADVgen	loing
deux	DETcar	deux
petites	ADJqua	petit
lieues	NOMcom	lieue
loing	ADVgen	loing
de	PRE	de
celle	DETdem	cil
Rouge	ADJqua	rouge
mer	NOMcom	mer
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
le	DETdef	le
roy	NOMcom	roi
Pharaon	NOMpro	Paraon
vint	VERcjg	venir
a	PRE	a
la	DETdef	le
mer	NOMcom	mer
et	CONcoo	et
il	PROper	il
vit	VERcjg	vëoir
que	CONsub	que
les	DETdef	le
Hebrieux	NOMpro	Hébreu
lui	PROper	il
estoient	VERcjg	être
eschappez	VERppe	échapper
s'	CONsub	se
il	PROper	il
ne	ADVneg	ne
se	PROper	soi
hastoit	VERcjg	haster
d'	PRE	de
aller	VERinf	aller
apprès	ADVgen	après
,	PONfbl	,
sy	ADVgen	si
vit	VERcjg	vëoir
encor	ADVgen	encore
le	DETdef	le
chemy	NOMcom	chemi
tout	ADVgen	tout
ouvert	VERppe	ouvrir
par	PRE	par
ou	PROrel	où
ilz	PROper	il
estoient	VERcjg	être
passés	VERppe	passer
,	PONfbl	,
et	CONcoo	et
fery	VERcjg	férir
des	PRE.DETdef	de.le
esperons	NOMcom	esperon
apprès	PRE	après
eulx	PROper	eux
;	PONfbl	;
et	CONcoo	et
ses	DETpos	son
gens	NOMcom	gens
ainsi	ADVgen	ainsi
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
ilz	PROper	il
furent	VERcjg	estre
tous	PROind	tous
entrez	VERppe	entrer
en	PRE	en
celle	DETdem	cil
mer	NOMcom	mer
parfonde	ADJqua	parfont
,	PONfbl	,
par	PRE	par
la	DETdef	le
voulenté	NOMcom	volonté
de	PRE	de
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
elle	PROper	elle
se	PROper	soi
recloy	VERcjg	reclore
:	PONfbl	:
sy	ADVgen	si
furent	VERcjg	estre
tous	PROind	tous
noyez	VERppe	noiier
sans	PRE	sans
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
en	PROadv	en
eschappast	VERcjg	eschaper
ung	DETndf	un
seul	ADJqua	sol
.	PONfrt	.

Sy	ADVgen	si
gecta	VERcjg	jecter
la	DETdef	le
mer	NOMcom	mer
grant	ADJqua	grant
plenté	NOMcom	plenté
des	PRE.DETdef	de.le
noyez	VERppe	noiier
devers	PRE	devers
les	DETdef	le
Hebrieux	NOMpro	Hébreu
,	PONfbl	,
qui	PROrel	que
armes	NOMcom	arme
avoient	VERcjg	avoir
,	PONfbl	,
dont	PROrel	dont
ilz	PROper	il
les	PROper	il
despoullerent	VERcjg	dépouler
,	PONfbl	,
car	CONcoo	car
grant	ADJqua	grant
besoing	NOMcom	besoing
en	PROadv	en
avoient	VERcjg	avoir
.	PONfrt	.

Et	CONcoo	et
pour	PRE	pour
ce	PROdem	ce
est	VERcjg	estre
appellée	VERppe	appeler
celle	DETdem	cil
fonteine	NOMcom	fontaine
la	ADVgen	là
“	PONpga	“
fonteine	NOMcom	fontaine
Moyse	NOMpro	Moise
”	PONpdr	”
,	PONfbl	,
car	CONcoo	car
elle	PROper	elle
fut	VERcjg	être
faicte	VERppe	faire
a	PRE	a
sa	DETpos	son
priere	NOMcom	prière
par	PRE	par
le	DETdef	le
vouloir	VERinf	vouloir
de	PRE	de
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
,	PONfbl	,
pour	PRE	pour
abeuvrer	VERinf	abouvrer
son	DETpos	son
peuple	NOMcom	peuple
par	PRE	par
plusieurs	DETind	plusieurs
jours	NOMcom	jour
qu'	CONsub	que
ilz	PROper	il
sejourneroient	VERcjg	séjourner
illec	ADVgen	illuec
.	PONfrt	.

D'	PRE	de
illec	ADVgen	illuec
mena	VERcjg	mener
Moïse	VERcjg	mouisier
son	DETpos	son
peuple	NOMcom	peuple
vers	PRE	vers
la	DETdef	le
saincte	ADJqua	saint
terre	NOMcom	terre
de	PRE	de
promission	NOMcom	promission
.	PONfrt	.

Cedit	DETdem	cedit
mercredi	NOMcom	mercredi
mesmes	ADJind	même
,	PONfbl	,
partismes	VERcjg	partir
d'	PRE	de
icelle	DETdem	cil
fonteine	NOMcom	fontaine
et	CONcoo	et
venismes	VERcjg	venir
oultre	ADVgen	outre
au	PRE.DETdef	a
giste	NOMcom	giste
.	PONfrt	.

Le	DETdef	le
jeudi	NOMcom	jeudi
ensuivant	VERppa	ensuivre
,	PONfbl	,
alasmes	VERcjg	aler
oultre	PRE	outre
tout	DETind	tout
le	DETdef	le
jour	NOMcom	jour
et	CONcoo	et
passasmes	VERcjg	passer
par	PRE	par
la	DETdef	le
fonteine	NOMcom	fontaine
du	PRE.DETdef	de.le
Soudan	NOMpro	Soudan
,	PONfbl	,
laquelle	PROrel	lequel
n'	ADVneg	ne
est	VERcjg	estre
pas	ADVneg	pas
bonne	ADJqua	bon
;	PONfbl	;
et	CONcoo	et
si	ADVgen	si
y	PROadv	y
a	VERcjg	avoir
grant	ADJqua	grant
hauberge	NOMcom	hauberge
.	PONfrt	.

Le	DETdef	le
vendredi	NOMcom	vendredi
ensuivant	VERppa	ensuivre
,	PONfbl	,
errasmes	VERcjg	errer
oultre	PRE	outre
tout	DETind	tout
le	DETdef	le
jour	NOMcom	jour
.	PONfrt	.

Le	DETdef	le
sabmedi	NOMcom	samedi
ensuivant	VERppa	ensuivre
,	PONfbl	,
.XXe	PROcar	vingt
.	PONfrt	.

jour	NOMcom	jour
de	PRE	de
novembre	NOMcom	novembre
,	PONfbl	,
venismes	VERcjg	venir
au	PRE.DETdef	a
giste	NOMcom	giste
a	PRE	a
la	DETdef	le
fonteine	NOMcom	fontaine
Saincte	ADJqua	saint
Marie	NOMpro	Marie
lez	PRE	lez
le	DETdef	le
Caire	NOMcom	caire
.	PONfrt	.

Celle	DETdem	cil
fonteine	NOMcom	fontaine
et	CONcoo	et
le	DETdef	le
lieu	NOMcom	lieu
appellent	VERcjg	appeler
les	DETdef	le
aucuns	PROind	aucun
Moiteria	NOMpro	Moiterie
,	PONfbl	,
en	PRE	en
langage	NOMcom	langage
arrabic	ADJqua	arabi
.	PONfrt	.

Vous	PROper	vous
devez	VERcjg	devoir
savoir	VERinf	savoir
que	CONsub	que
ceste	DETdem	cest
fonteine	NOMcom	fontaine
est	VERcjg	estre
a	PRE	a
l'	DETdef	le
issue	NOMcom	issue
des	PRE.DETdef	de.le
desers	NOMcom	déser
et	CONcoo	et
près	ADVgen	près
de	PRE	de
la	DETdef	le
cité	NOMcom	cité
du	PRE.DETdef	de.le
Caire	NOMpro	Caire
et	CONcoo	et
de	PRE	de
Babiloine	NOMpro	Babylone
,	PONfbl	,
environ	PRE	environ
deux	DETcar	deux
lieues	NOMcom	lieue
.	PONfrt	.

A	PRE	a
cestedicte	DETdem	cesticte
fonteine	NOMcom	fontaine
s'	PROper	soi
arresta	VERcjg	arrêter
la	DETdef	le
benoiste	ADJqua	benoît
vierge	NOMcom	vierge
Marie	NOMpro	Marie
quant	CONsub	cant
elle	PROper	elle
s'	PROper	soi
en	PROadv	en
ala	VERcjg	aller
fuyant	VERppa	fuir
en	PRE	en
la	DETdef	le
terre	NOMcom	terre
d'	PRE	de
Egipte	NOMpro	Égipte
,	PONfbl	,
pour	PRE	pour
la	DETdef	le
doubte	NOMcom	doute
du	PRE.DETdef	de.le
roy	NOMcom	roi
Herode	NOMpro	Hérode
qui	PROrel	que
les	DETdef	le
Innocens	NOMcom	innocent
faisoit	VERcjg	faire
mettre	VERinf	mettre
a	PRE	a
mort	NOMcom	mort
.	PONfrt	.

Et	CONcoo	et
est	VERcjg	estre
verité	NOMcom	verité
que	CONsub	que
quant	CONsub	cant
Nostre	DETpos	notre
Dame	NOMcom	dame
ot	VERcjg	avoir
passé	VERppe	passer
les	DETdef	le
desers	NOMcom	déser
atout	PRE	atout
son	DETpos	son
cher	ADJqua	cher
enfant	NOMcom	enfant
,	PONfbl	,
et	CONcoo	et
elle	PROper	elle
vint	VERcjg	venir
en	PRE	en
cedit	DETdem	cedit
lieu	NOMcom	lieu
ou	PROrel	où
est	VERcjg	estre
a	PRE	a
present	NOMcom	présent
celledicte	DETcom	celedit
fonteine	NOMcom	fontaine
,	PONfbl	,
elle	PROper	elle
mist	VERcjg	mettre
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
a	PRE	a
terre	NOMcom	terre
,	PONfbl	,
et	CONcoo	et
ala	VERcjg	aller
serchant	VERppa	sercher
eaue	NOMcom	eau
par	PRE	par
le	DETdef	le
desert	NOMcom	désert
,	PONfbl	,
mais	CONcoo	mais
point	ADVneg	point
n'	ADVneg	ne
en	PROadv	en
peult	VERcjg	pouvoir
finer	VERinf	finer
.	PONfrt	.

Sy	ADVgen	si
s'	PROper	soi
en	PROadv	en
retourna	VERcjg	retourner
moult	ADVgen	moult
doulente	ADJqua	doulent
a	PRE	a
son	DETpos	son
cher	ADJqua	cher
enfant	NOMcom	enfant
qui	PROrel	que
gisoit	VERcjg	jesir
estandu	VERppe	estendre
sur	PRE	sur
la	DETdef	le
terre	NOMcom	terre
,	PONfbl	,
lequel	PROrel	lequel
avoit	VERcjg	avoir
feru	VERppe	ferir
des	PRE.DETdef	de.le
talons	NOMcom	talon
en	PRE	en
terre	NOMcom	terre
,	PONfbl	,
tant	ADVgen	tant
qu'	CONsub	que
il	PROper	il
en	PROadv	en
sourdit	VERcjg	sourdre
une	DETndf	un
fontaine	NOMcom	fontaine
d'	PRE	de
eaue	NOMcom	eau
moult	ADVgen	moult
bonne	ADJqua	bon
et	CONcoo	et
doulce	ADJqua	doux
:	PONfbl	:
sy	ADVgen	si
fust	VERcjg	estre
Nostre	DETpos	notre
Dame	NOMcom	dame
moult	ADVgen	moult
joyeuse	ADJqua	joyeux
de	PRE	de
ce	PROdem	ce
,	PONfbl	,
et	CONcoo	et
en	PROadv	en
remercia	VERcjg	remercier
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
.	PONfrt	.

Illec	ADVgen	illuec
recouscha	VERcjg	recouchier
Nostre	DETpos	notre
Dame	NOMcom	dame
son	DETpos	son
cher	ADJqua	cher
enfant	NOMcom	enfant
et	CONcoo	et
lava	VERcjg	laver
les	DETdef	le
drappelletz	NOMcom	drappelet
de	PRE	de
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
de	PRE	de
l'	DETdef	le
eaue	NOMcom	eau
d'	PRE	de
icelle	DETdem	cil
fonteine	NOMcom	fontaine
,	PONfbl	,
et	CONcoo	et
puis	ADVgen	puis
estandi	VERcjg	étendre
iceulx	DETdem	cil
drappelletz	NOMcom	drappelet
par	PRE	par
dessus	PRE	dessus
la	DETdef	le
terre	NOMcom	terre
pour	PRE	pour
les	PROper	il
essuyer	VERinf	essuier
;	PONfbl	;
et	CONcoo	et
de	PRE	de
l'	DETdef	le
eaue	NOMcom	eau
qui	PROrel	que
degoutoit	VERcjg	dégouter
d'	PRE	de
iceulx	DETdem	cil
drappelletz	NOMcom	drappelet
,	PONfbl	,
ainsi	ADVgen	ainsi
comme	CONsub	comme
ilz	PROper	il
essuyoient	VERcjg	essuier
,	PONfbl	,
pour	PRE	pour
chascune	DETind	chascun
goute	NOMcom	goutte
naissoit	VERcjg	naître
ung	DETndf	un
petit	ADJqua	petit
